id,date,prix,nb_chambres,nb_sdb,m2_interieur,m2_jardin,m2_etage,m2_soussol,nb_etages,vue_mer,vue_note,etat_note,design_note,annee_construction,annee_renovation,m2_interieur_15voisins,m2_jardin_15voisins,zipcode,lat,long,cos_month,day_count
5561000190,2014-05-02T00:00:00Z,437500,3,2.25,183,3260,183,0,2.0,0,0,4,9,1977,0,217,3260,98027,47.4635,-121.991,-0.8660254037844385,0
8128700005,2014-11-19T00:00:00Z,249000,4,1.0,111,701,98,13,1.0,0,0,3,6,1919,0,146,713,98126,47.5317,-122.37,0.8660254037844384,201
766900250,2015-04-02T00:00:00Z,406000,3,1.75,117,558,95,22,1.0,0,0,4,7,1990,0,151,685,98028,47.737,-122.225,-0.4999999999999998,335
3885806105,2014-05-21T00:00:00Z,1580000,3,3.25,342,668,342,0,2.0,0,0,3,11,2007,0,174,668,98033,47.6815,-122.2,-0.8660254037844385,19
3861440010,2014-07-15T00:00:00Z,302000,4,2.75,188,847,188,0,1.0,0,0,4,7,1988,0,166,708,98003,47.282,-122.303,-0.8660254037844388,74
7202380120,2015-01-05T00:00:00Z,482500,3,2.5,157,285,157,0,2.0,0,0,3,7,2005,0,157,302,98053,47.6763,-122.028,0.8660254037844387,248
567000660,2014-12-04T00:00:00Z,425000,4,2.0,138,492,103,35,1.0,0,0,3,7,1977,0,123,139,98144,47.5949,-122.296,1.0,216
6705600020,2015-03-24T00:00:00Z,919990,5,3.25,367,590,367,0,2.0,0,0,3,10,2014,0,272,917,98075,47.5806,-122.055,6.123233995736766e-17,326
4058802105,2014-09-04T00:00:00Z,150000,3,1.0,134,629,134,0,1.0,0,0,3,7,1952,0,156,668,98178,47.5056,-122.244,-1.8369701987210297e-16,125
9536601331,2014-07-22T00:00:00Z,420000,4,2.0,211,958,117,93,1.0,0,3,4,8,1989,0,211,907,98198,47.3594,-122.322,-0.8660254037844388,81
1931300412,2015-04-16T00:00:00Z,475000,3,2.25,110,111,110,0,3.0,0,0,3,8,2008,0,109,113,98103,47.6542,-122.346,-0.4999999999999998,349
7454000990,2014-09-24T00:00:00Z,304950,2,1.0,62,624,62,0,1.0,0,0,5,6,1942,0,65,624,98126,47.5151,-122.372,-1.8369701987210297e-16,145
3904921070,2014-08-12T00:00:00Z,590000,4,2.5,217,833,217,0,2.0,0,0,3,9,1987,0,233,856,98029,47.5679,-122.011,-0.5000000000000004,102
7624700050,2014-12-23T00:00:00Z,565000,1,1.0,127,580,127,0,1.5,0,0,4,7,1921,0,134,580,98136,47.5571,-122.385,1.0,235
1782000130,2014-05-23T00:00:00Z,383000,3,1.0,167,521,111,55,1.0,0,0,4,7,1942,0,134,487,98126,47.525,-122.378,-0.8660254037844385,21
2341800195,2014-11-06T00:00:00Z,302000,2,1.0,82,464,82,0,1.0,0,0,4,6,1947,0,107,464,98118,47.5526,-122.287,0.8660254037844384,188
7579200715,2014-12-05T00:00:00Z,400000,3,1.75,172,534,120,52,1.5,0,0,5,6,1918,0,143,534,98116,47.5586,-122.383,1.0,217
8024200677,2015-04-29T00:00:00Z,415000,3,1.5,117,137,117,0,3.0,0,0,3,8,2007,0,117,131,98115,47.6987,-122.317,-0.4999999999999998,362
4384000020,2014-07-03T00:00:00Z,605000,4,2.5,260,1002,131,128,1.0,0,0,3,8,1970,0,198,1002,98008,47.5959,-122.116,-0.8660254037844388,62
8656300385,2015-03-17T00:00:00Z,305000,3,1.0,158,1775,158,0,1.0,0,0,3,6,1986,0,153,1406,98014,47.656,-121.913,6.123233995736766e-17,319
2832100910,2014-07-08T00:00:00Z,435000,4,2.75,207,895,122,84,1.0,0,0,3,8,1998,0,195,891,98125,47.7269,-122.325,-0.8660254037844388,67
2121000300,2015-02-19T00:00:00Z,518000,4,3.0,225,1084,123,102,1.0,0,0,4,7,1978,0,146,972,98034,47.7307,-122.228,0.5000000000000001,293
2023069059,2014-10-30T00:00:00Z,790000,3,3.0,263,19222,263,0,2.0,0,0,3,10,1999,0,192,2328,98059,47.469,-122.063,0.49999999999999933,181
259600260,2015-01-22T00:00:00Z,345000,3,1.0,116,669,116,0,1.0,0,0,4,7,1964,0,142,817,98008,47.6329,-122.121,0.8660254037844387,265
1446401460,2015-04-22T00:00:00Z,122000,2,1.0,70,490,70,0,1.0,0,0,3,6,1946,0,158,612,98168,47.483,-122.33,-0.4999999999999998,355
192450200,2014-08-21T00:00:00Z,319900,3,1.5,105,1893,78,27,1.0,0,0,3,7,1985,0,111,1451,98045,47.4755,-121.758,-0.5000000000000004,111
809002030,2014-09-11T00:00:00Z,825000,2,2.0,170,334,114,55,1.0,0,0,4,7,1926,0,187,334,98109,47.6359,-122.351,-1.8369701987210297e-16,132
2391600320,2015-04-20T00:00:00Z,480000,3,1.0,96,470,96,0,1.0,0,0,3,7,1941,0,82,470,98116,47.5636,-122.394,-0.4999999999999998,353
5201000030,2015-03-23T00:00:00Z,597000,4,2.5,220,3840,220,0,2.0,0,0,3,8,1995,0,217,4334,98077,47.7379,-122.052,6.123233995736766e-17,325
3758900220,2014-12-26T00:00:00Z,1135000,4,4.25,426,1637,293,132,2.0,0,0,3,10,2003,0,353,1139,98033,47.6973,-122.205,1.0,238
7287100135,2014-10-01T00:00:00Z,423000,3,1.0,170,1291,170,0,1.0,0,0,3,7,1951,0,170,990,98133,47.7654,-122.352,0.49999999999999933,152
7889600230,2014-10-17T00:00:00Z,114000,2,1.0,67,483,67,0,1.0,0,0,3,6,1928,0,113,579,98146,47.4943,-122.337,0.49999999999999933,168
7852030320,2015-02-17T00:00:00Z,470000,3,2.5,243,452,243,0,2.0,0,0,3,7,1999,0,219,393,98065,47.5328,-121.879,0.5000000000000001,291
3303980140,2015-04-02T00:00:00Z,1150000,4,3.0,386,1223,282,104,2.0,0,0,3,11,2001,0,351,1221,98059,47.5182,-122.149,-0.4999999999999998,335
5416500660,2015-04-30T00:00:00Z,426500,4,2.5,274,431,274,0,2.0,0,0,3,9,2005,0,255,429,98038,47.3597,-122.04,-0.4999999999999998,363
3226049117,2015-02-13T00:00:00Z,387500,2,1.0,80,569,80,0,1.0,0,0,4,7,1938,0,150,569,98125,47.7024,-122.322,0.5000000000000001,287
3530540090,2014-11-13T00:00:00Z,245000,2,1.5,134,581,134,0,1.0,0,0,4,8,1983,0,135,499,98198,47.3785,-122.322,0.8660254037844384,195
9325200110,2014-09-09T00:00:00Z,569950,5,4.25,314,725,314,0,2.0,0,0,3,8,2014,0,259,725,98148,47.4349,-122.328,-1.8369701987210297e-16,130
6837700170,2014-09-03T00:00:00Z,375000,2,1.0,93,376,93,0,1.0,0,0,3,7,1950,0,214,464,98116,47.5838,-122.382,-1.8369701987210297e-16,124
624100010,2014-12-08T00:00:00Z,645000,3,2.5,272,1848,272,0,1.5,0,0,3,9,1983,0,293,1903,98077,47.7234,-122.066,1.0,220
3879901295,2014-11-10T00:00:00Z,1240000,3,2.5,247,183,173,73,3.0,0,3,3,9,2007,0,152,127,98119,47.6264,-122.364,0.8660254037844384,192
5556800150,2014-05-15T00:00:00Z,204700,4,2.0,155,927,155,0,1.0,0,0,3,7,1967,0,152,676,98001,47.3406,-122.284,-0.8660254037844385,13
192460060,2014-07-15T00:00:00Z,330000,3,1.75,140,1462,140,0,1.0,0,0,3,7,1985,0,136,1462,98045,47.476,-121.755,-0.8660254037844388,74
3388300590,2014-06-11T00:00:00Z,535000,5,2.25,234,4572,234,0,2.0,0,0,4,8,1978,0,258,5139,98027,47.4918,-122.064,-1.0,40
8732800090,2015-04-24T00:00:00Z,281000,3,1.75,125,811,125,0,1.0,0,0,3,7,1966,0,148,829,98188,47.4378,-122.279,-0.4999999999999998,357
1797500600,2014-08-25T00:00:00Z,850000,5,3.5,292,382,228,64,2.0,0,0,3,8,1911,2007,193,386,98115,47.6754,-122.315,-0.5000000000000004,115
3352401090,2014-11-13T00:00:00Z,238950,2,1.0,110,1059,110,0,1.0,0,0,3,7,1951,0,130,1059,98178,47.5012,-122.265,0.8660254037844384,195
7524950540,2015-04-03T00:00:00Z,800000,4,2.25,196,921,196,0,2.0,0,0,3,8,1981,0,175,728,98027,47.5593,-122.082,-0.4999999999999998,336
3826500470,2015-04-15T00:00:00Z,305000,3,2.25,151,1018,102,49,1.0,0,0,4,8,1977,0,170,786,98030,47.3801,-122.166,-0.4999999999999998,348
8643200055,2014-06-01T00:00:00Z,243000,3,1.75,166,1114,96,69,1.0,0,0,3,7,1960,0,170,1114,98198,47.3945,-122.313,-1.0,30
6744700424,2014-06-26T00:00:00Z,537000,3,3.0,223,694,223,0,2.0,0,2,3,7,1942,1988,242,694,98155,47.7394,-122.288,-1.0,55
5366200030,2015-02-05T00:00:00Z,535000,3,2.75,231,334,212,18,2.0,0,0,3,8,1906,0,174,334,98122,47.6098,-122.292,0.5000000000000001,279
1196003740,2014-09-24T00:00:00Z,734000,5,4.25,381,3972,275,105,2.0,0,2,3,10,2000,0,253,1184,98023,47.3375,-122.337,-1.8369701987210297e-16,145
7212650990,2014-07-21T00:00:00Z,334950,4,2.5,223,728,223,0,2.0,0,0,3,8,1992,0,221,735,98003,47.2641,-122.312,-0.8660254037844388,80
6669200200,2015-03-19T00:00:00Z,1500000,5,3.25,240,1068,240,0,1.0,0,2,4,9,1968,0,258,1113,98040,47.545,-122.229,6.123233995736766e-17,321
3570000130,2014-06-11T00:00:00Z,580379,4,2.75,208,2584,208,0,1.5,0,0,4,8,1976,0,216,1858,98075,47.5936,-122.054,-1.0,40
2551500180,2014-09-05T00:00:00Z,295000,3,1.75,116,881,116,0,1.0,0,0,4,6,1971,0,117,891,98070,47.4341,-122.446,-1.8369701987210297e-16,126
2902200016,2014-11-12T00:00:00Z,653500,2,2.5,156,115,104,52,2.0,0,0,3,8,2014,0,191,337,98102,47.6372,-122.324,0.8660254037844384,194
3530420110,2014-05-21T00:00:00Z,195000,2,1.0,100,362,100,0,1.0,0,0,4,8,1972,0,101,362,98198,47.3792,-122.321,-0.8660254037844385,19
2346800005,2015-04-27T00:00:00Z,543000,3,1.5,158,777,158,0,2.0,0,2,3,7,1944,0,225,839,98136,47.5175,-122.393,-0.4999999999999998,360
2781320100,2015-03-09T00:00:00Z,245000,3,1.75,155,2290,155,0,1.0,0,0,4,7,1974,0,168,1808,98022,47.1764,-122.026,6.123233995736766e-17,311
2781250560,2014-12-02T00:00:00Z,234000,2,2.0,111,336,111,0,2.0,0,0,3,6,2003,0,126,250,98038,47.349,-122.025,1.0,214
1311000600,2014-09-25T00:00:00Z,250000,5,1.75,215,715,119,95,1.0,0,0,5,7,1962,0,161,669,98001,47.3426,-122.285,-1.8369701987210297e-16,146
573000490,2014-11-24T00:00:00Z,625000,3,2.25,183,424,136,46,1.0,0,0,3,8,1959,0,183,464,98199,47.6703,-122.41,0.8660254037844384,206
1934800087,2014-06-26T00:00:00Z,446000,2,1.5,127,113,100,26,2.0,0,0,3,8,2008,0,144,193,98122,47.6039,-122.307,-1.0,55
2720000120,2014-11-04T00:00:00Z,295000,3,1.0,128,703,128,0,1.0,0,0,4,7,1963,0,122,706,98056,47.5139,-122.187,0.8660254037844384,186
2201500030,2014-10-06T00:00:00Z,420000,4,1.0,162,891,162,0,1.5,0,0,4,7,1954,0,162,978,98006,47.5759,-122.137,0.49999999999999933,157
3582700130,2015-04-09T00:00:00Z,400000,4,1.75,164,1196,164,0,1.0,0,0,3,8,1988,0,199,1196,98028,47.7438,-122.247,-0.4999999999999998,342
8078460520,2014-09-23T00:00:00Z,608000,4,2.5,223,663,223,0,2.0,0,0,3,8,1993,0,218,663,98074,47.6329,-122.021,-1.8369701987210297e-16,144
7701990560,2014-07-29T00:00:00Z,840000,4,2.75,290,2026,290,0,2.0,0,0,4,10,1993,0,309,2026,98077,47.7083,-122.073,-0.8660254037844388,88
4406000560,2015-02-20T00:00:00Z,278500,4,1.0,143,780,71,71,1.0,0,0,3,7,1971,0,141,918,98058,47.4278,-122.152,0.5000000000000001,294
6388920460,2014-12-26T00:00:00Z,535000,3,2.5,196,758,196,0,2.0,0,0,3,9,1990,0,222,696,98056,47.5269,-122.171,1.0,238
3330500335,2015-04-22T00:00:00Z,325000,2,1.0,93,574,93,0,1.0,0,0,3,6,1903,0,144,574,98118,47.5532,-122.28,-0.4999999999999998,355
3343301343,2014-11-20T00:00:00Z,880000,5,3.5,427,814,295,131,2.0,0,0,3,10,2007,0,298,876,98006,47.5491,-122.19,0.8660254037844384,202
3425059219,2014-09-29T00:00:00Z,1150000,3,2.25,301,3237,209,91,1.0,0,0,3,10,2006,0,257,1998,98005,47.6077,-122.158,-1.8369701987210297e-16,150
1336800240,2014-05-08T00:00:00Z,1750000,6,3.0,326,535,326,0,2.5,0,0,4,10,1906,0,320,535,98112,47.6263,-122.312,-0.8660254037844385,6
8682262260,2014-11-06T00:00:00Z,515000,2,1.75,179,517,179,0,1.0,0,0,3,8,2005,0,168,481,98053,47.7173,-122.034,0.8660254037844384,188
2023049245,2014-08-20T00:00:00Z,296000,4,1.5,127,905,99,27,1.0,0,0,3,7,1953,0,143,909,98168,47.4718,-122.323,-0.5000000000000004,110
923059252,2014-05-27T00:00:00Z,450800,4,3.25,233,493,233,0,2.0,0,0,3,9,2009,0,147,890,98056,47.5028,-122.17,-0.8660254037844385,25
4221270100,2014-06-11T00:00:00Z,560200,3,2.5,184,370,184,0,2.0,0,0,3,8,2004,0,215,370,98075,47.5914,-122.017,-1.0,40
3599600150,2014-09-04T00:00:00Z,201000,3,1.0,113,2085,113,0,1.0,0,0,4,7,1972,0,117,1853,98001,47.2633,-122.245,-1.8369701987210297e-16,125
3901100030,2014-06-27T00:00:00Z,982000,4,2.75,335,797,335,0,2.0,0,0,3,9,2014,0,219,797,98033,47.6706,-122.173,-1.0,56
1755700060,2014-06-11T00:00:00Z,371500,3,2.0,127,774,127,0,1.0,0,0,5,7,1964,0,164,677,98133,47.7458,-122.331,-1.0,40
2817900180,2015-04-11T00:00:00Z,380000,3,3.25,194,4757,140,53,1.0,0,0,3,8,1989,0,249,3792,98092,47.3097,-122.099,-0.4999999999999998,344
7940710100,2014-09-11T00:00:00Z,559000,3,2.5,186,483,186,0,2.0,0,0,3,8,1989,0,172,408,98034,47.7142,-122.203,-1.8369701987210297e-16,132
6378500125,2015-05-01T00:00:00Z,436000,2,1.0,96,700,96,0,1.0,0,0,4,7,1939,0,133,699,98133,47.7107,-122.352,-0.8660254037844385,364
9287802410,2014-08-22T00:00:00Z,852000,5,2.75,184,348,184,0,1.5,0,0,4,7,1913,0,169,464,98107,47.6733,-122.358,-0.5000000000000004,112
7853360480,2014-09-04T00:00:00Z,540000,4,2.5,251,859,251,0,2.0,0,0,3,7,2011,0,251,464,98065,47.5164,-121.875,-1.8369701987210297e-16,125
4141400030,2014-12-01T00:00:00Z,605000,4,1.75,209,939,209,0,1.0,0,0,4,8,1967,0,190,905,98008,47.5922,-122.118,1.0,213
9523100550,2014-10-03T00:00:00Z,857500,3,1.5,189,367,189,0,2.0,0,2,5,8,1928,0,143,315,98103,47.6658,-122.355,0.49999999999999933,154
9516500100,2015-04-18T00:00:00Z,525000,3,1.75,148,889,109,39,1.0,0,0,3,8,1977,0,162,913,98072,47.7662,-122.159,-0.4999999999999998,351
2742100085,2014-11-04T00:00:00Z,449500,6,4.0,211,490,117,93,1.0,0,0,3,7,1998,0,163,617,98108,47.5556,-122.294,0.8660254037844384,186
1473000020,2014-05-23T00:00:00Z,416000,3,1.5,103,906,103,0,1.0,0,0,4,7,1963,0,176,903,98052,47.676,-122.15,-0.8660254037844385,21
3344500085,2014-10-15T00:00:00Z,383000,4,1.75,239,1821,119,119,1.0,0,2,4,8,1958,0,183,888,98056,47.5067,-122.197,0.49999999999999933,166
2324039077,2015-04-27T00:00:00Z,306000,2,1.0,86,524,86,0,1.0,0,2,3,7,1941,0,124,594,98126,47.5478,-122.377,-0.4999999999999998,360
2028700575,2014-11-13T00:00:00Z,550000,3,2.0,129,249,129,0,1.5,0,0,5,7,1915,0,133,269,98117,47.6783,-122.366,0.8660254037844384,195
5067400162,2015-02-18T00:00:00Z,290000,3,2.0,143,1761,143,0,1.5,0,0,3,7,1983,0,170,1191,98198,47.3699,-122.319,0.5000000000000001,292
5561000920,2014-05-02T00:00:00Z,630000,4,2.75,251,3463,251,0,2.0,0,0,3,9,2000,0,222,3650,98027,47.4634,-121.987,-0.8660254037844385,0
7625700012,2014-12-02T00:00:00Z,370000,3,2.75,116,153,77,39,2.0,0,0,3,7,2006,0,141,278,98136,47.5554,-122.382,1.0,214
6082400260,2014-11-12T00:00:00Z,231500,2,1.0,111,881,111,0,1.0,0,0,5,7,1941,0,111,881,98168,47.4832,-122.299,0.8660254037844384,194
1682500240,2015-02-25T00:00:00Z,285000,4,2.25,183,668,183,0,2.0,0,0,3,8,1979,0,166,696,98092,47.3132,-122.182,0.5000000000000001,299
1344300090,2015-02-17T00:00:00Z,856000,3,1.5,137,250,137,0,1.5,0,0,3,7,1928,0,183,390,98112,47.623,-122.304,0.5000000000000001,291
9414500230,2014-10-22T00:00:00Z,440000,3,2.25,163,1006,119,43,1.0,0,0,4,8,1976,0,190,974,98027,47.522,-122.048,0.49999999999999933,173
4242900245,2015-01-12T00:00:00Z,618000,2,1.0,175,436,95,79,1.0,0,0,4,7,1928,0,199,436,98107,47.6747,-122.391,0.8660254037844387,255
9117000170,2015-05-05T00:00:00Z,268643,4,2.25,168,858,168,0,2.0,0,0,3,7,1961,0,154,858,98055,47.4362,-122.187,-0.8660254037844385,368
4094800120,2014-06-19T00:00:00Z,1815000,5,3.0,360,1207,360,0,2.0,0,0,3,10,1972,2003,322,1272,98040,47.5467,-122.234,-1.0,48
1088801350,2015-02-10T00:00:00Z,525000,3,2.5,215,892,160,54,1.0,0,0,3,9,1990,0,227,892,98011,47.7394,-122.204,0.5000000000000001,284
8647800040,2015-03-25T00:00:00Z,280000,3,2.5,148,622,148,0,2.0,0,0,3,8,1991,0,166,703,98042,47.3618,-122.074,6.123233995736766e-17,327
3905030330,2014-10-08T00:00:00Z,564800,3,2.25,184,789,184,0,2.0,0,0,3,8,1991,0,194,600,98029,47.5707,-121.996,0.49999999999999933,159
3124059006,2014-05-08T00:00:00Z,1250000,4,3.25,354,2245,307,47,2.0,0,1,4,11,1990,0,269,1745,98040,47.5263,-122.227,-0.8660254037844385,6
9346700030,2015-02-23T00:00:00Z,685000,4,2.0,209,1003,209,0,1.0,0,0,3,9,1978,0,246,919,98007,47.6124,-122.153,0.5000000000000001,297
2484700015,2015-03-27T00:00:00Z,579000,4,1.5,230,557,141,89,1.0,0,0,3,8,1955,0,168,557,98136,47.5233,-122.386,6.123233995736766e-17,329
2026049125,2015-05-01T00:00:00Z,310000,2,2.0,95,210,95,0,3.0,0,0,3,7,1999,0,133,128,98125,47.7263,-122.314,-0.8660254037844385,364
7129301445,2014-06-25T00:00:00Z,450000,4,2.75,214,524,123,91,1.0,0,2,3,8,1952,2012,213,524,98118,47.513,-122.252,-1.0,54
9828702666,2014-07-28T00:00:00Z,507000,4,2.25,138,88,94,43,2.0,0,0,3,7,2005,0,140,125,98122,47.6184,-122.301,-0.8660254037844388,87
8588000315,2014-06-24T00:00:00Z,225000,3,1.75,123,1217,123,0,1.0,0,0,3,7,1968,0,117,1066,98003,47.3172,-122.322,-1.0,53
6738700320,2015-04-14T00:00:00Z,1249000,4,3.5,296,557,223,72,1.5,0,3,4,9,1912,0,263,371,98144,47.5846,-122.29,-0.4999999999999998,347
9144100206,2014-11-25T00:00:00Z,592000,3,1.75,144,689,144,0,1.0,0,0,5,8,1940,0,127,689,98117,47.6981,-122.374,0.8660254037844384,207
9113200250,2015-04-13T00:00:00Z,840000,4,2.5,230,427,230,0,2.0,0,0,3,9,2000,0,323,533,98052,47.6835,-122.161,-0.4999999999999998,346
1736100090,2014-12-14T00:00:00Z,339888,3,1.0,96,695,96,0,1.0,0,0,3,7,1969,0,141,688,98034,47.7137,-122.213,1.0,226
9264960340,2014-06-17T00:00:00Z,325000,4,2.5,242,658,242,0,2.0,0,0,3,9,1987,0,242,722,98023,47.3017,-122.349,-1.0,46
2021201000,2014-05-23T00:00:00Z,980000,4,3.0,341,543,191,150,1.0,0,3,3,10,1967,0,291,464,98199,47.6327,-122.395,-0.8660254037844385,21
3448740160,2014-06-11T00:00:00Z,415000,4,2.5,236,418,236,0,2.0,0,0,3,7,2009,0,217,420,98059,47.4916,-122.153,-1.0,40
9521100301,2014-05-07T00:00:00Z,339950,2,1.0,76,63,76,0,3.0,0,0,3,8,2006,0,76,107,98103,47.6619,-122.352,-0.8660254037844385,5
625059036,2014-08-13T00:00:00Z,2700000,5,4.0,392,2535,300,92,2.0,1,4,3,8,1949,1985,247,2535,98033,47.6803,-122.214,-0.5000000000000004,103
7680400050,2014-10-22T00:00:00Z,571000,5,1.75,211,4046,128,83,1.0,0,1,4,8,1949,0,180,1641,98166,47.4558,-122.362,0.49999999999999933,173
5634500179,2014-12-15T00:00:00Z,424500,4,1.5,170,648,100,69,1.0,0,0,3,7,1967,0,153,882,98028,47.7494,-122.236,1.0,227
2652500285,2014-10-28T00:00:00Z,817000,3,1.5,214,312,166,48,1.5,0,0,3,8,1926,0,179,401,98119,47.6431,-122.359,0.49999999999999933,179
3298300130,2015-02-06T00:00:00Z,474905,4,1.5,124,575,124,0,1.0,0,0,5,6,1959,0,112,666,98008,47.6214,-122.119,0.5000000000000001,280
9510970050,2014-09-01T00:00:00Z,583000,4,2.5,170,372,170,0,2.0,0,0,3,9,2005,0,196,372,98052,47.6662,-122.083,-1.8369701987210297e-16,122
9407000840,2014-07-31T00:00:00Z,288000,3,1.75,154,969,96,57,1.0,0,0,3,7,1978,0,115,964,98045,47.4448,-121.77,-0.8660254037844388,90
6821100015,2014-08-28T00:00:00Z,707000,2,2.5,197,464,123,74,1.0,0,0,5,8,1972,0,162,557,98199,47.6573,-122.399,-0.5000000000000004,118
6821102352,2014-10-08T00:00:00Z,330000,2,1.0,81,162,81,0,2.0,0,0,4,7,1945,0,93,162,98199,47.6475,-122.397,0.49999999999999933,159
1839920180,2015-03-18T00:00:00Z,460000,3,2.25,150,682,108,41,1.0,0,0,3,7,1969,0,167,682,98034,47.7248,-122.179,6.123233995736766e-17,320
1982200015,2014-09-19T00:00:00Z,555000,4,2.0,156,241,78,78,1.0,0,0,5,7,1915,0,156,310,98107,47.6648,-122.363,-1.8369701987210297e-16,140
1823049178,2015-01-23T00:00:00Z,200000,2,1.0,93,668,93,0,1.0,0,0,3,6,1956,0,119,836,98166,47.4815,-122.339,0.8660254037844387,266
5729000080,2014-10-29T00:00:00Z,465000,3,3.0,212,1449,131,80,1.0,0,0,3,8,1948,1990,175,1313,98001,47.3558,-122.29,0.49999999999999933,180
2203500570,2015-02-17T00:00:00Z,437000,4,1.75,157,988,78,78,1.0,0,0,4,7,1954,0,149,1040,98006,47.5674,-122.142,0.5000000000000001,291
8887001192,2014-06-20T00:00:00Z,355000,2,1.0,115,2512,92,22,1.0,0,1,3,6,1943,0,198,1863,98070,47.5026,-122.465,-1.0,49
9510900630,2014-06-17T00:00:00Z,305000,3,2.25,196,712,126,69,1.0,0,0,4,7,1973,0,154,783,98023,47.3082,-122.372,-1.0,46
5694001061,2014-06-20T00:00:00Z,587206,3,3.5,175,158,152,23,2.0,0,0,3,8,1999,0,156,145,98103,47.6592,-122.349,-1.0,49
2405500050,2014-06-06T00:00:00Z,650000,4,2.5,263,869,263,0,2.0,0,0,3,10,1990,0,235,947,98074,47.6274,-122.04,-1.0,35
8073000491,2014-12-11T00:00:00Z,700000,4,1.75,181,663,106,74,1.0,1,4,3,7,1957,0,148,1219,98178,47.5121,-122.248,1.0,223
6620400631,2014-07-09T00:00:00Z,284000,4,1.75,174,817,104,69,1.0,0,0,3,7,1960,0,124,811,98168,47.5137,-122.333,-0.8660254037844388,68
4218400455,2014-07-08T00:00:00Z,2180000,6,2.75,437,1021,342,94,2.0,0,3,3,10,1931,0,274,492,98105,47.6622,-122.272,-0.8660254037844388,67
2824079053,2015-01-13T00:00:00Z,440000,3,2.5,177,6151,177,0,2.0,0,0,3,7,1997,0,216,6249,98024,47.5385,-121.911,0.8660254037844387,256
5021900140,2014-11-20T00:00:00Z,1679000,5,4.25,448,1065,345,103,2.0,0,0,3,10,2014,0,202,1023,98040,47.5774,-122.222,0.8660254037844384,202
2028700535,2015-02-25T00:00:00Z,855000,4,3.0,236,492,159,77,2.0,0,0,3,8,1908,2013,147,418,98117,47.6786,-122.367,0.5000000000000001,299
8562740400,2014-05-15T00:00:00Z,689900,4,3.25,254,675,191,63,2.0,0,0,3,9,2003,0,281,608,98027,47.5346,-122.066,-0.8660254037844385,13
2225300585,2014-11-20T00:00:00Z,370000,3,2.75,162,851,108,53,1.0,0,0,4,7,1979,0,168,813,98155,47.7696,-122.325,0.8660254037844384,202
3293700496,2014-08-14T00:00:00Z,270000,4,1.75,171,718,102,69,1.0,0,0,5,7,1956,0,209,797,98133,47.7481,-122.355,-0.5000000000000004,104
1326069188,2015-05-11T00:00:00Z,350000,3,2.5,152,968,152,0,2.0,0,0,3,7,1988,0,144,938,98019,47.7345,-121.977,-0.8660254037844385,374
7214810050,2015-04-16T00:00:00Z,537000,4,2.25,245,817,150,94,1.0,0,0,3,8,1980,0,232,1086,98072,47.7552,-122.148,-0.4999999999999998,349
2848700585,2015-04-24T00:00:00Z,255000,1,1.0,75,464,54,20,1.0,0,1,3,7,1936,0,178,464,98106,47.5696,-122.36,-0.4999999999999998,357
2114700190,2014-12-12T00:00:00Z,385000,4,3.25,166,228,102,64,2.0,0,0,4,7,2000,0,117,375,98106,47.534,-122.346,1.0,224
6154900065,2014-10-30T00:00:00Z,490000,2,1.0,202,863,101,101,1.0,0,0,4,7,1947,0,170,685,98177,47.7032,-122.371,0.49999999999999933,181
8143000280,2014-11-21T00:00:00Z,478000,3,1.75,112,573,112,0,1.0,0,0,3,7,1976,0,141,694,98034,47.7291,-122.202,0.8660254037844384,203
8078100120,2015-03-19T00:00:00Z,340000,4,2.5,201,1838,201,0,2.0,0,0,3,8,1992,0,211,800,98031,47.4034,-122.167,6.123233995736766e-17,321
6076500220,2014-09-03T00:00:00Z,400000,3,2.25,109,1324,109,0,2.0,0,0,3,7,1987,0,172,965,98034,47.7112,-122.238,-1.8369701987210297e-16,124
4263200030,2014-12-05T00:00:00Z,299500,3,1.0,118,624,118,0,1.0,0,0,3,6,1958,0,151,464,98144,47.5724,-122.301,1.0,217
1323089107,2015-01-21T00:00:00Z,585000,3,2.5,216,3135,216,0,2.0,0,0,3,9,1983,2001,210,3251,98045,47.4787,-121.723,0.8660254037844387,264
2346200030,2015-01-05T00:00:00Z,802541,5,2.75,277,628,277,0,2.0,0,0,3,9,2014,0,266,628,98006,47.5462,-122.182,0.8660254037844387,248
4139400910,2014-08-15T00:00:00Z,740000,4,2.5,232,959,232,0,2.0,0,0,3,10,1992,0,251,778,98006,47.5595,-122.114,-0.5000000000000004,105
2522069064,2014-10-27T00:00:00Z,135000,2,1.0,113,673,113,0,1.0,0,0,4,6,1914,0,125,1881,98010,47.3585,-121.975,0.49999999999999933,178
3303910010,2015-02-20T00:00:00Z,540000,3,2.5,181,1228,181,0,2.0,0,0,4,9,1978,0,246,1202,98034,47.7217,-122.256,0.5000000000000001,294
7569450090,2014-11-21T00:00:00Z,298000,4,2.5,224,355,224,0,2.0,0,0,3,8,2003,0,174,394,98042,47.3687,-122.126,0.8660254037844384,203
2561360210,2014-06-03T00:00:00Z,562100,3,2.25,194,1125,194,0,2.0,0,0,3,8,1983,0,163,1125,98052,47.7015,-122.13,-1.0,32
7853420480,2014-06-18T00:00:00Z,536751,3,1.75,179,590,179,0,1.0,0,0,3,9,2013,0,257,592,98065,47.5181,-121.885,-1.0,47
